,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed(mph),windspeed(ms),cnt
263,3,No,September,No,Wednesday,Yes,2,24.395,27.52665,90.0,6.4590814000000005,2.88738551632,4352
264,3,No,September,No,Thursday,Yes,2,25.761653,27.74815,90.2083,8.584375,3.83744970943,4795
265,4,No,September,No,Friday,Yes,2,24.975847,26.10625,97.25,5.2505689,2.3471474743000003,2395
266,4,No,September,No,Saturday,No,2,24.873347,28.2206,86.25,5.251681099999999,2.34764465802,5423
267,4,No,September,No,Sunday,No,2,26.000847,28.63185,84.5,3.3754063999999997,1.5088987036200001,5010
268,4,No,September,No,Monday,Yes,2,26.615847,29.4521,84.8333,7.4169,3.3155565489499996,4630
269,4,No,September,No,Tuesday,Yes,2,26.103347,28.72625,88.5417,7.917457000000001,3.53931917747,4120
270,4,No,September,No,Wednesday,Yes,2,26.035,28.7579,84.875,9.958143,4.45156146625,3907
271,4,No,September,No,Thursday,Yes,1,25.283347,28.7256,69.9167,11.583161,5.17798882432,4839
272,4,No,September,No,Friday,Yes,1,23.130847,27.24145,64.75,13.833825,6.18409700492,5202
273,4,No,October,No,Saturday,No,2,16.81,20.64315,75.375,19.583832,8.75450692892,2429
274,4,No,October,No,Sunday,No,2,14.623347,17.26585,79.1667,14.874870999999999,6.64947295485,2918
275,4,No,October,No,Monday,Yes,2,15.750847,19.6023,76.0833,5.584168599999999,2.4962756370099997,3570
276,4,No,October,No,Tuesday,Yes,1,19.850847,23.6429,71.0,13.792218,6.16549754135,4456
277,4,No,October,No,Wednesday,Yes,1,22.071653,26.3569,64.7917,11.87575,5.30878408583,4826
278,4,No,October,No,Thursday,Yes,1,20.260847000000002,24.02125,62.0833,9.041917999999999,4.04198390702,4765
279,4,No,October,No,Friday,Yes,1,20.944153,25.2202,68.4167,1.5002438999999999,0.6706499329460001,4985
280,4,No,October,No,Saturday,No,1,21.388347,25.6621,70.125,3.0420814,1.35989333929,5409
281,4,No,October,No,Sunday,No,1,22.174153,26.19915,72.75,4.25115,1.90037997318,5511
282,4,No,October,Yes,Monday,No,1,23.404153,27.14625,73.375,2.8343814,1.26704577559,5117
283,4,No,October,No,Tuesday,Yes,2,23.233347,27.3048,80.875,9.583814,4.2842261958,4563
284,4,No,October,No,Wednesday,Yes,3,22.276653,25.88585,90.625,16.62605,7.43229772016,2416
285,4,No,October,No,Thursday,Yes,2,24.155847,27.5902,89.6667,9.499728999999999,4.24663790791,2913
286,4,No,October,No,Friday,Yes,2,22.584153,26.48375,71.625,15.000160999999999,6.705481001340001,3644
287,4,No,October,No,Saturday,No,1,20.773347,24.93625,48.3333,17.291560999999998,7.72979928476,5217
288,4,No,October,No,Sunday,No,1,20.978347,25.1577,48.6667,18.875039,8.43765713008,5041
289,4,No,October,No,Monday,Yes,1,21.900847,25.53625,57.9583,11.750392999999999,5.25274608851,4570
290,4,No,October,No,Tuesday,Yes,2,21.8325,26.13605,70.1667,7.3758289999999995,3.297196692,4748
291,4,No,October,No,Wednesday,Yes,3,22.211299,25.6924,89.5217,16.303713000000002,7.2882042914600005,2424
292,4,No,October,No,Thursday,Yes,1,19.509153,23.32625,63.625,28.292425,12.647485471600001,4195
293,4,No,October,No,Friday,Yes,1,17.5275,21.1798,57.4167,14.833532,6.63099329459,4304
294,4,No,October,No,Saturday,No,1,17.3225,21.2746,62.9167,6.2086689,2.7754443004000002,4308
295,4,No,October,No,Sunday,No,1,17.288347,21.11665,74.125,6.6673375,2.98048167188,4381
296,4,No,October,No,Monday,Yes,1,18.996653,22.85335,77.2083,7.959064,3.55791864104,4187
297,4,No,October,No,Tuesday,Yes,1,19.338347,23.16875,62.2917,11.166086,4.9915449262400005,4687
298,4,No,October,No,Wednesday,Yes,2,19.850847,23.6423,72.0417,9.959014,4.451950827,3894
299,4,No,October,No,Thursday,Yes,2,19.27,22.8523,81.2917,13.250121,5.92316540009,2659
300,4,No,October,No,Friday,Yes,2,13.564153,15.9406,58.5833,15.375093,6.873085829239999,3747
301,4,No,October,No,Saturday,No,3,10.420847,11.39565,88.25,23.541857,10.523852033999999,627
302,4,No,October,No,Sunday,No,1,13.085847,16.06645,62.375,11.833339,5.28982521234,3331
303,4,No,October,No,Monday,Yes,1,13.94,17.80315,70.3333,7.12545,3.1852704514999997,3669
304,4,No,November,No,Tuesday,Yes,1,16.434153,19.8544,68.375,9.083257000000001,4.06046356728,4068
305,4,No,November,No,Wednesday,Yes,1,15.4775,19.50665,71.875,5.5001439,2.45871430487,4186
306,4,No,November,No,Thursday,Yes,1,16.741653,20.29605,70.2083,9.166739,4.097782297719999,3974
307,4,No,November,No,Friday,Yes,2,16.536653,20.1696,62.25,18.209193,8.14000581135,4046
308,4,No,November,No,Saturday,No,1,13.393347,16.1927,51.9167,12.667154,5.66256325436,3926
309,4,No,November,No,Sunday,No,1,14.281653,18.1179,73.4583,6.1676314,2.7570994188599998,3649
310,4,No,November,No,Monday,Yes,1,16.195,20.04355,75.875,3.834075,1.7139360751,4035
311,4,No,November,No,Tuesday,Yes,1,16.741653,20.6123,72.1667,4.6255125,2.06773021904,4205
312,4,No,November,No,Wednesday,Yes,1,16.4,20.45395,75.8333,4.1671186,1.86281564595,4109
313,4,No,November,No,Thursday,Yes,2,15.58,18.68605,81.3333,12.667489,5.66271300849,2933
314,4,No,November,Yes,Friday,No,1,13.290847,15.34085,44.625,21.083225,9.42477648637,3368
315,4,No,November,No,Saturday,No,1,14.623347,17.8971,55.2917,14.208154,6.35143227537,4067
316,4,No,November,No,Sunday,No,1,18.074153,21.5275,45.8333,18.875307,8.43777693339,3717
317,4,No,November,No,Monday,Yes,1,21.73,26.2306,58.7083,20.541932,9.182803755030001,4486
318,4,No,November,No,Tuesday,Yes,2,21.73,25.37895,68.875,13.375410999999998,5.97917344658,4195
319,4,No,November,No,Wednesday,Yes,3,18.723347,22.5994,93.0,9.167542999999998,4.09814170764,1817
320,4,No,November,No,Thursday,Yes,2,14.008347,16.16105,57.5833,20.459254,9.145844434510002,3053
321,4,No,November,No,Friday,Yes,1,11.240847,13.63605,41.0,11.291711,5.04770272687,3392
322,4,No,November,No,Saturday,No,1,13.495847,16.22415,50.2083,15.041232,6.72384085829,3663
323,4,No,November,No,Sunday,No,2,18.996653,22.8529,68.4583,12.45865,5.569356280730001,3520
324,4,No,November,No,Monday,Yes,3,18.3475,22.2531,91.0,9.249618,4.13483147072,2765
325,4,No,November,No,Tuesday,Yes,3,17.083347,21.0848,96.25,7.959064,3.55791864104,1607
326,4,No,November,No,Wednesday,Yes,2,18.074153,21.52685,75.7917,22.500275,10.0582364774,2566
327,4,No,November,Yes,Thursday,No,1,15.306653,18.62355,54.9167,11.209368,5.01089316048,1495
328,4,No,November,No,Friday,Yes,1,15.375,19.03355,64.375,6.6260186,2.9620109968700006,2792
329,4,No,November,No,Saturday,No,1,15.409153,19.25435,68.1667,4.584193599999999,2.04925954403,3068
330,4,No,November,No,Sunday,No,1,18.825847,22.79,69.8333,13.999918,6.25834510505,3071
331,4,No,November,No,Monday,Yes,1,20.642598,24.5061,74.3043,9.522174,4.25667143496,3867
332,4,No,November,No,Tuesday,Yes,2,18.791653,22.56875,83.0833,17.292164,7.730068842200001,2914
333,4,No,November,No,Wednesday,Yes,1,13.325,15.56105,61.3333,18.167586,8.12140634779,3613
334,4,No,December,No,Thursday,Yes,1,12.8125,15.2777,52.4583,14.750585999999998,6.59391417076,3727
335,4,No,December,No,Friday,Yes,1,12.880847,16.57165,62.5833,6.750518,3.0176656236,3940
336,4,No,December,No,Saturday,No,1,12.265847,15.5302,61.2917,6.4174811,2.86878904783,3614
337,4,No,December,No,Sunday,No,1,13.564153,17.455,77.5833,5.6252061,2.5146205185499997,3485
338,4,No,December,No,Monday,Yes,2,15.819153,19.69625,82.7083,4.1679561000000005,1.86319003129,3811
339,4,No,December,No,Tuesday,Yes,3,18.9625,22.82,94.9583,15.583060999999999,6.96605319624,2594
340,4,No,December,No,Wednesday,Yes,3,16.81,20.0123,97.0417,17.833725,7.972161376839999,705
341,4,No,December,No,Thursday,Yes,1,10.899153,12.8469,58.0,16.083886,7.189935628069999,3322
342,4,No,December,No,Friday,Yes,1,11.924153,15.8771,69.5833,5.5420189,2.4774335717500002,3620
343,4,No,December,No,Saturday,No,1,11.275,13.3206,50.75,15.625807,6.9851618238699995,3190
344,4,No,December,No,Sunday,No,1,9.054153,12.6577,49.0,4.4582939,1.99297894502,2743
345,4,No,December,No,Monday,Yes,1,9.771653,13.5098,67.0833,4.25115,1.90037997318,3310
346,4,No,December,No,Tuesday,Yes,1,11.5825,15.0569,59.0,9.41685,4.20958873491,3523
347,4,No,December,No,Wednesday,Yes,2,13.0175,16.9181,66.375,4.0842061,1.82575149754,3740
348,4,No,December,No,Thursday,Yes,2,17.3225,20.61185,63.4167,17.958814,8.02807957085,3709
349,4,No,December,No,Friday,Yes,2,15.375,17.99125,50.0417,17.458525,7.804436745639999,3577
350,4,No,December,No,Saturday,No,2,10.591652999999999,12.46855,56.0833,16.292189,7.2830527492199995,2739
351,4,No,December,No,Sunday,No,1,9.771653,12.27895,58.625,11.375193,5.08502145731,2431
352,4,No,December,No,Monday,Yes,1,11.343347,14.04665,63.75,11.584032,5.17837818507,3403
353,4,No,December,No,Tuesday,Yes,2,15.819153,19.8227,59.5417,4.1252436,1.84409637908,3750
354,1,No,December,No,Wednesday,Yes,2,17.561653,21.40085,85.8333,14.8338,6.631113097899999,2660
355,1,No,December,No,Thursday,Yes,2,17.356653,21.30605,75.75,3.167425,1.4159253464500001,3068
356,1,No,December,No,Friday,Yes,1,15.306653,18.87565,68.625,18.374482,8.21389450156,2209
357,1,No,December,No,Saturday,No,1,12.4025,14.9621,54.25,12.750368,5.699762181490001,1011
358,1,No,December,No,Sunday,No,1,11.266103,13.99805,68.1304,10.391097,4.645103710330001,754
359,1,No,December,Yes,Monday,No,1,13.191298999999999,15.77675,50.6957,16.044155,7.17217478766,1317
360,1,No,December,No,Tuesday,Yes,2,13.325,16.38165,76.25,12.62615,5.644233348230001,1162
361,1,No,December,No,Wednesday,Yes,1,12.264330000000001,13.9987,50.3913,19.695387,8.804375055880001,2302
362,1,No,December,No,Thursday,Yes,1,10.181653,13.1946,57.4167,8.000604,3.57648815378,2423
363,1,No,December,No,Friday,Yes,1,12.778347,15.9406,63.6667,9.000579,4.02350424676,2999
364,1,No,December,No,Saturday,No,1,16.81,20.70605,61.5833,14.750318,6.593794367459999,2485
365,1,Yes,January,No,Sunday,No,1,15.17,18.78105,69.25,12.875189,5.755560572189999,2294
366,1,Yes,January,Yes,Monday,No,1,11.194763,12.6152,38.1304,22.087555,9.8737393831,1951
367,1,Yes,January,No,Tuesday,Yes,1,6.15,6.31375,44.125,24.499957000000002,10.9521488601,2236
368,1,Yes,January,No,Wednesday,Yes,2,4.4075,5.96685,41.4583,12.3749,5.5319177469800005,2368
369,1,Yes,January,No,Thursday,Yes,1,10.899153,13.9206,52.4167,8.709128999999999,3.89321814931,3272
370,1,Yes,January,No,Friday,Yes,1,13.700847,17.01335,54.2083,11.249836,5.02898345999,4098
371,1,Yes,January,No,Saturday,No,1,16.126653,19.53895,53.1667,11.708786,5.23414662494,4521
372,1,Yes,January,No,Sunday,No,1,13.8375,17.0129,46.5,12.833314,5.73684130532,3425
373,1,Yes,January,No,Monday,Yes,2,9.190847,12.37395,70.1667,6.6263,2.96213679034,2376
374,1,Yes,January,No,Tuesday,Yes,1,12.656536000000001,15.9413,64.6522,12.565984,5.61733750559,3598
375,1,Yes,January,No,Wednesday,Yes,2,11.240847,14.14105,84.75,8.791807,3.9301774698300003,2177
376,1,Yes,January,No,Thursday,Yes,2,15.6825,19.0969,80.2917,12.124789,5.420111309789999,4097
377,1,Yes,January,No,Friday,Yes,1,11.240847,12.4681,50.75,25.333236,11.3246472955,3214
378,1,Yes,January,No,Saturday,No,1,7.38,9.15435,45.75,12.541261,5.606285650419999,2493
379,1,Yes,January,No,Sunday,No,1,6.833347,8.08125,41.9167,16.834286,7.52538489048,2311
380,1,Yes,January,Yes,Monday,No,1,7.79,9.53315,52.25,15.500986,6.929363433169999,2298
381,1,Yes,January,No,Tuesday,Yes,2,15.294763,18.2139,71.6087,23.39171,10.4567322307,2935
382,1,Yes,January,No,Wednesday,Yes,1,12.436653,13.7627,44.3333,27.833743,12.44244211,3376
383,1,Yes,January,No,Thursday,Yes,1,7.79,9.5019,49.75,14.750585999999998,6.59391417076,3292
384,1,Yes,January,No,Friday,Yes,2,8.9175,11.0479,45.0,13.58425,6.07253017434,3163
385,1,Yes,January,No,Saturday,No,2,7.106653,8.74375,83.125,14.917014000000002,6.6683120250300005,1301
386,1,Yes,January,No,Sunday,No,2,6.6625,8.1125,79.625,13.375746,5.979323200720001,1977
387,1,Yes,January,No,Monday,Yes,2,8.951653,12.1529,91.125,7.417436,3.3157961555699997,2432
388,1,Yes,January,No,Tuesday,Yes,1,14.0425,17.4554,83.5833,8.292389,3.7069240053600003,4339
389,1,Yes,January,No,Wednesday,Yes,1,12.060847,14.74105,64.375,10.791757,4.82420965579,4270
390,1,Yes,January,No,Thursday,Yes,2,14.008347,17.8025,76.9583,4.917518599999999,2.19826490836,4075
391,1,Yes,January,No,Friday,Yes,2,17.425,20.76915,74.125,22.958689,10.2631600358,3456
392,1,Yes,January,No,Saturday,No,1,12.949152999999999,16.31895,54.3333,14.125542999999999,6.31450290568,4023
393,1,Yes,January,No,Sunday,No,1,11.5825,13.63605,31.125,16.08335,7.1896960214600005,3243
394,1,Yes,January,No,Monday,Yes,1,11.035847,13.13125,40.0833,14.458064000000002,6.4631488600800004,3624
395,1,Yes,January,No,Tuesday,Yes,1,15.99,19.06585,41.6667,17.541739,7.84163567278,4509
396,1,Yes,Febuary,No,Wednesday,Yes,1,19.235847,23.3269,50.7917,12.667489,5.66271300849,4579
397,1,Yes,Febuary,No,Thursday,Yes,2,16.365847,19.94855,67.2917,12.541528999999999,5.60640545373,3761
398,1,Yes,Febuary,No,Friday,Yes,1,12.846653,15.4673,52.6667,11.959232,5.34610281627,4151
399,1,Yes,Febuary,No,Saturday,No,2,10.830847,13.63625,77.9583,8.167032,3.65088600805,2832
400,1,Yes,Febuary,No,Sunday,No,2,10.899153,13.22605,68.7917,11.791732000000001,5.27122574877,2947
401,1,Yes,Febuary,No,Monday,Yes,1,11.586969,14.8213,62.2174,10.3046,4.60643719267,3784
402,1,Yes,Febuary,No,Tuesday,Yes,1,14.520847,18.0552,49.625,9.874393,4.4141229325,4375
403,1,Yes,Febuary,No,Wednesday,Yes,2,10.523347,13.32105,72.2917,8.959307,4.00505453733,2802
404,1,Yes,Febuary,No,Thursday,Yes,1,10.865,13.0994,56.2083,13.000478999999999,5.81156861869,3830
405,1,Yes,Febuary,No,Friday,Yes,2,11.514153,14.6779,54.0,7.834242999999999,3.5021202503400004,3831
406,1,Yes,Febuary,No,Saturday,No,3,9.190847,10.54335,73.125,19.416332,8.67962986142,2169
407,1,Yes,Febuary,No,Sunday,No,1,5.2275,5.0829,46.4583,27.417203999999998,12.256237818499999,1529
408,1,Yes,Febuary,No,Monday,Yes,1,9.1225,11.39565,41.125,11.207961,5.010264193119999,3422
409,1,Yes,Febuary,No,Tuesday,Yes,2,13.085847,16.6973,50.875,9.458993,4.2284278051,3922
410,1,Yes,Febuary,No,Wednesday,Yes,1,14.281653,17.58145,53.125,12.1672,5.439070183280001,4169
411,1,Yes,Febuary,No,Thursday,Yes,2,12.983347,16.5081,75.2917,6.125475,2.73825435852,3005
412,1,Yes,Febuary,No,Friday,Yes,1,14.076653,17.58145,63.4583,13.791682000000002,6.1652579347300005,4154
413,1,Yes,Febuary,No,Saturday,No,1,14.213347,17.77125,53.4583,12.792243,5.71848144837,4318
414,1,Yes,Febuary,No,Sunday,No,2,11.48,13.2894,51.5833,16.958504,7.580913723739999,2689
415,1,Yes,Febuary,Yes,Monday,No,1,11.48,13.66955,50.7826,15.348560999999998,6.86122530174,3129
416,1,Yes,Febuary,No,Tuesday,Yes,1,11.800866000000001,14.75565,59.4348,13.783039000000002,6.1613942780499995,3777
417,1,Yes,Febuary,No,Wednesday,Yes,1,16.229153,19.63335,56.7917,15.709557,7.02260035762,4773
418,1,Yes,Febuary,No,Thursday,Yes,1,18.620847,22.2223,55.4583,12.791171,5.71800223514,5062
419,1,Yes,Febuary,No,Friday,Yes,2,16.7075,20.54855,73.75,15.916989000000001,7.115328118019999,3487
420,1,Yes,Febuary,No,Saturday,No,1,11.924153,12.78375,39.5833,28.250014,12.628526598099999,2732
421,1,Yes,Febuary,No,Sunday,No,1,11.445847,13.4154,41.0,13.750342999999999,6.14677827447,3389
422,1,Yes,Febuary,No,Monday,Yes,1,15.033347000000001,17.8977,49.0833,17.958211,8.02781001341,4322
423,1,Yes,Febuary,No,Tuesday,Yes,1,14.725847,17.67625,39.5833,12.958938999999999,5.79299910595,4363
424,1,Yes,Febuary,No,Wednesday,Yes,2,14.118267999999999,17.4235,80.4783,12.000839,5.36470227984,1834
425,1,Yes,March,No,Thursday,Yes,1,19.919153,23.76855,61.5417,15.208129000000001,6.798448368350001,4990
426,1,Yes,March,No,Friday,Yes,2,14.486653,17.9921,65.7083,9.708568,4.33999463567,3194
427,1,Yes,March,No,Saturday,No,2,16.980847,20.6746,62.125,10.792292999999999,4.82444926241,4066
428,1,Yes,March,No,Sunday,No,1,13.359153,15.15105,40.3333,22.416257,10.0206781404,3423
429,1,Yes,March,No,Monday,Yes,1,9.976653,12.05855,50.625,15.333485999999999,6.854486365669999,3333
430,1,Yes,March,No,Tuesday,Yes,1,10.591652999999999,12.7521,45.6667,13.458625,6.016372373709999,3956
431,1,Yes,March,No,Wednesday,Yes,1,16.570847,19.255,51.3333,23.167193,10.356367009400001,4916
432,1,Yes,March,No,Thursday,Yes,1,21.6275,26.2302,56.75,29.584721000000002,13.2251770228,5382
433,1,Yes,March,No,Friday,Yes,2,16.844153,19.85415,40.7083,27.7916,12.4236030398,4569
434,1,Yes,March,No,Saturday,No,1,11.7875,13.88835,35.0417,15.12525,6.761399195349999,4118
435,1,Yes,March,No,Sunday,No,1,14.831299,17.9835,47.6957,14.913329000000001,6.666664729550001,4911
436,1,Yes,March,No,Monday,Yes,1,19.133347,22.9796,48.9167,13.916770999999999,6.221176128740001,5298
437,1,Yes,March,No,Tuesday,Yes,1,23.165,27.14645,61.75,15.87565,7.09684845776,5847
438,1,Yes,March,No,Wednesday,Yes,1,23.4725,27.43085,50.7083,7.709153999999999,3.44620205633,6312
439,1,Yes,March,No,Thursday,Yes,1,22.8575,26.64125,57.9583,10.042161,4.4891198033099995,6192
440,1,Yes,March,No,Friday,Yes,2,17.869153,21.81145,84.2083,7.583864,3.3901940098299996,4378
441,1,Yes,March,No,Saturday,No,2,21.080847,25.2523,75.5833,7.417167999999999,3.31567635226,7836
442,1,Yes,March,No,Sunday,No,2,19.3725,23.2,81.0,8.501161,3.8002507823,5892
443,1,Yes,March,No,Monday,Yes,1,22.345,26.64105,72.875,10.875239,4.86152838623,6153
444,1,Yes,March,No,Tuesday,Yes,1,22.994153,26.92665,80.7917,8.125157000000002,3.63216674117,6093
445,2,Yes,March,No,Wednesday,Yes,2,21.798347,25.6629,82.125,6.000406099999999,2.68234514975,6230
446,2,Yes,March,No,Thursday,Yes,1,22.720847,26.57835,83.125,7.876653999999999,3.5210791238300003,6871
447,2,Yes,March,No,Friday,Yes,2,24.668347,28.50335,69.4167,7.7921,3.4832811801499997,8362
448,2,Yes,March,No,Saturday,No,2,20.6025,24.33665,88.5417,12.916461,5.77401028163,3372
449,2,Yes,March,No,Sunday,No,2,17.9375,21.8744,88.0833,14.791925,6.61239383102,4996
450,2,Yes,March,No,Monday,Yes,1,18.279153,21.9375,47.7917,25.917007,11.585608851099998,5558
451,2,Yes,March,No,Tuesday,Yes,1,13.256653,15.7827,29.0,12.541864,5.60655520787,5102
452,2,Yes,March,No,Wednesday,Yes,1,19.850847,23.5475,48.125,19.541957,8.73578766205,5698
453,2,Yes,March,No,Thursday,Yes,1,20.260847000000002,24.1152,43.9167,21.41655,9.573781850689999,6133
454,2,Yes,March,No,Friday,Yes,2,15.17,18.78105,58.0833,9.250489,4.13522083147,5459
455,2,Yes,March,No,Saturday,No,2,17.390847,21.0854,73.8333,16.791339,7.50618641037,6235
456,2,Yes,April,No,Sunday,No,2,17.459153,20.86435,67.625,11.541889,5.15953911489,6041
457,2,Yes,April,No,Monday,Yes,1,17.790433,21.37565,50.4348,20.913313,9.34882118909,5936
458,2,Yes,April,No,Tuesday,Yes,1,19.133347,23.07415,39.6667,6.708911,2.99906616004,6772
459,2,Yes,April,No,Wednesday,Yes,1,22.208347,26.6725,46.9583,12.125325,5.42035091641,6436
460,2,Yes,April,No,Thursday,Yes,1,17.835,21.55815,37.4167,14.708442999999999,6.575075100580001,6457
461,2,Yes,April,No,Friday,Yes,1,16.536653,19.53835,37.7083,20.125996,8.996869021010001,6460
462,2,Yes,April,No,Saturday,No,1,17.9375,21.30645,25.4167,18.416357,8.23261376844,6857
463,2,Yes,April,No,Sunday,No,1,20.5,24.62125,27.5833,15.583932,6.966442557000001,5169
464,2,Yes,April,No,Monday,Yes,1,20.055847,23.8319,31.75,23.999132,10.7282664283,5585
465,2,Yes,April,No,Tuesday,Yes,1,18.313347,21.81165,43.5,16.708125,7.4689874832399985,5918
466,2,Yes,April,No,Wednesday,Yes,1,14.296535999999998,16.8637,46.9565,19.783358,8.843700491729999,4862
467,2,Yes,April,No,Thursday,Yes,1,16.2975,19.3802,46.625,19.458743,8.69858873491,5409
468,2,Yes,April,No,Friday,Yes,1,18.1425,21.5904,40.8333,10.416557000000001,4.65648502459,6398
469,2,Yes,April,No,Saturday,No,1,20.295,24.3998,50.2917,12.791439,5.71812203844,7460
470,2,Yes,April,No,Sunday,No,1,24.873347,28.69375,50.7917,15.083642999999999,6.74279973178,7132
471,2,Yes,April,Yes,Monday,No,1,27.230846999999997,30.74625,56.1667,19.083543,8.53086410371,6370
472,2,Yes,April,No,Tuesday,Yes,1,24.941653,29.92435,39.0417,18.333143,8.19541484131,6691
473,2,Yes,April,No,Wednesday,Yes,2,18.996653,22.8519,56.9167,11.250103999999999,5.0291032633,4367
474,2,Yes,April,No,Thursday,Yes,1,20.431653,24.6523,61.25,4.4172564,1.97463406348,6565
475,2,Yes,April,No,Friday,Yes,1,21.593347,25.78875,69.4583,10.041357000000001,4.488760393380001,7290
476,2,Yes,April,No,Saturday,No,1,23.37,27.14605,68.2917,19.000329,8.49366517658,6624
477,2,Yes,April,No,Sunday,No,3,16.263347,19.4752,83.5417,23.084582,10.3194376397,1027
478,2,Yes,April,No,Monday,Yes,2,13.188347,15.05625,76.6667,20.334232,9.08995619133,3214
479,2,Yes,April,No,Tuesday,Yes,1,16.946653,20.26415,45.4167,16.708661,7.46922708985,5633
480,2,Yes,April,No,Wednesday,Yes,1,19.543347,23.51585,42.7917,7.959064,3.55791864104,6196
481,2,Yes,April,No,Thursday,Yes,2,20.431653,24.17915,75.6667,11.833875,5.2900648189499995,5026
482,2,Yes,April,No,Friday,Yes,1,18.7575,22.63185,40.0833,23.291411,10.4118958426,6233
483,2,Yes,April,No,Saturday,No,2,15.443347,18.8752,48.9583,8.708325,3.8928587393800003,4220
484,2,Yes,April,No,Sunday,No,1,18.791653,22.50605,58.7083,7.832836,3.50149128297,6304
485,2,Yes,April,No,Monday,Yes,2,19.030847,22.8848,57.0,11.499746,5.1407000447,5572
486,2,Yes,MAy,No,Tuesday,Yes,2,25.146653,28.85105,65.9583,10.458432,4.67520429146,5740
487,2,Yes,MAy,No,Wednesday,Yes,1,23.130847,26.8948,79.7083,9.249886,4.1349512740300005,6169
488,2,Yes,MAy,No,Thursday,Yes,2,22.96,26.8621,76.8333,8.957632,4.00430576665,6421
489,2,Yes,MAy,No,Friday,Yes,1,25.7275,29.54585,73.5417,10.916846000000001,4.8801278498,6296
490,2,Yes,MAy,No,Saturday,No,2,25.488347,29.2304,75.6667,10.250464,4.58223692445,6883
491,2,Yes,MAy,No,Sunday,No,2,23.0625,27.33685,74.0,10.041893,4.489,6359
492,2,Yes,MAy,No,Monday,Yes,2,22.0375,26.3571,66.4167,15.458307000000001,6.910284756369999,6273
493,2,Yes,MAy,No,Tuesday,Yes,2,23.848347,27.87355,68.5833,19.833942999999998,8.86631336612,5728
494,2,Yes,MAy,No,Wednesday,Yes,2,23.575,27.65125,74.4167,14.499604000000001,6.48171837282,4717
495,2,Yes,MAy,No,Thursday,Yes,1,20.739152999999998,24.58915,55.2083,21.042220999999998,9.406446580239999,6572
496,2,Yes,MAy,No,Friday,Yes,1,21.866653,26.04165,36.0417,15.874779,7.096459097,7030
497,2,Yes,MAy,No,Saturday,No,1,23.130847,27.24085,48.0417,8.249911,3.6879351810500003,7429
498,2,Yes,MAy,No,Sunday,No,1,25.1125,29.2619,57.625,15.082839000000002,6.74244032186,6118
499,2,Yes,MAy,No,Monday,Yes,2,23.506653,27.495,78.9583,14.250364000000001,6.37030129638,2843
500,2,Yes,MAy,No,Tuesday,Yes,2,25.078347,28.8202,79.4583,9.875264,4.41451229325,5115
501,2,Yes,MAy,No,Wednesday,Yes,1,26.103347,29.79875,69.7917,8.208304,3.66933571748,7424
502,2,Yes,MAy,No,Thursday,Yes,1,24.326653,28.63065,52.0,15.374825,6.87296602593,7384
503,2,Yes,MAy,No,Friday,Yes,1,23.130847,27.55605,52.3333,9.166739,4.097782297719999,7639
504,2,Yes,MAy,No,Saturday,No,1,24.6,28.3454,45.625,5.626325,2.5151206973599995,8294
505,2,Yes,MAy,No,Sunday,No,1,25.454153,29.19835,53.0417,17.042589000000003,7.6185020116199995,7129
506,2,Yes,MAy,No,Monday,Yes,2,24.531653,28.28335,81.125,15.624668,6.984652659810001,4359
507,2,Yes,MAy,No,Tuesday,Yes,2,25.215,29.04125,76.5833,7.917189,3.5391993741600003,6073
508,2,Yes,MAy,No,Wednesday,Yes,2,25.488347,29.2306,77.4583,6.834,3.0549843540499997,5260
509,2,Yes,MAy,No,Thursday,Yes,1,26.855,30.335,71.6667,11.584032,5.17837818507,6770
510,2,Yes,MAy,No,Friday,Yes,1,27.88,31.37645,74.7083,9.41685,4.20958873491,6734
511,2,Yes,MAy,No,Saturday,No,1,28.3925,32.1348,73.25,13.332464000000002,5.95997496647,6536
512,2,Yes,MAy,No,Sunday,No,1,28.29,32.07125,69.7083,14.416457000000001,6.44454939651,6591
513,2,Yes,MAy,Yes,Monday,No,1,29.2125,33.965,67.625,13.166907,5.88596647295,6043
514,2,Yes,MAy,No,Tuesday,Yes,1,29.6225,33.6496,68.4583,19.7918,8.84747429593,5743
515,2,Yes,MAy,No,Wednesday,Yes,2,26.923346999999996,30.55645,67.0,9.000043,4.02326464014,6855
516,2,Yes,MAy,No,Thursday,Yes,1,27.88,31.56645,49.2917,13.083692999999998,5.84876754582,7338
517,2,Yes,June,No,Friday,Yes,2,26.820846999999997,30.3981,75.5417,15.916720999999999,7.115208314710001,4127
518,2,Yes,June,No,Saturday,No,1,23.916653,28.3144,54.9167,12.499654,5.58768618686,8120
519,2,Yes,June,No,Sunday,No,1,24.7025,28.75665,49.3333,12.333829,5.51355789003,7641
520,2,Yes,June,No,Monday,Yes,1,24.4975,28.91415,48.7083,19.083810999999997,8.53098390702,6998
521,2,Yes,June,No,Tuesday,Yes,2,22.174153,26.2946,61.3333,14.041525,6.27694456862,7001
522,2,Yes,June,No,Wednesday,Yes,1,22.720847,27.1146,61.125,5.167375,2.30995753241,7055
523,2,Yes,June,No,Thursday,Yes,1,24.7025,28.4721,56.7083,10.54245,4.71276262852,7494
524,2,Yes,June,No,Friday,Yes,1,26.615847,29.8931,46.7917,11.750661000000001,5.25286589182,7736
