2Years,age,30_59days,DebtRatio,90days,60_89days,MonthlyIncome,Dependents,Debt
No,47,0,0.166871,0,0,8958.0,3,1494.830418
No,78,0,0.075494,0,0,12000.0,1,905.9280000000001
No,53,1,0.048359,0,0,11000.0,0,531.949
No,40,0,0.484671,0,0,12100.0,0,5864.5191
No,63,0,0.0016129999999999999,0,0,3719.0,0,5.998747
No,45,0,1615.0,0,0,6452.263399231191,0,10420405.389758375
No,34,0,0.48886999999999997,0,0,5929.0,0,2898.51023
No,56,0,13.0,0,0,6452.263399231191,0,83879.42419000549
No,24,0,0.173375,1,0,3800.0,0,658.825
No,65,1,4534.0,0,1,6452.263399231191,0,29254562.25211422
No,76,0,0.715809,0,0,3750.0,1,2684.28375
No,72,0,0.006959,0,0,4166.0,0,28.991194
No,40,0,0.091136,0,0,800.0,0,72.9088
No,62,1,0.302408,0,0,3405.0,1,1029.6992400000001
No,68,0,0.449909,0,0,10450.0,0,4701.54905
No,28,0,393.0,0,0,6452.263399231191,1,2535739.515897858
No,28,0,0.0,0,0,5200.0,0,0.0
No,34,0,0.079372,0,0,4333.0,0,343.918876
No,68,0,1511.0,0,0,6452.263399231191,0,9749369.99623833
No,58,0,0.558427,0,0,5416.0,1,3024.440632
No,33,0,0.907168,0,0,850.0,1,771.0928
No,81,0,0.25717199999999996,0,0,5890.0,1,1514.7430799999997
No,40,0,0.151539,0,0,3800.0,0,575.8482
No,68,0,215.0,0,0,6452.263399231191,0,1387236.6308347061
No,44,0,0.474021,0,0,2501.0,0,1185.526521
No,65,0,0.32358400000000004,0,0,8615.0,1,2787.6761600000004
No,28,0,0.258157,0,0,2083.0,0,537.741031
No,62,0,0.553393,0,0,7500.0,0,4150.4475
No,74,0,0.169517,0,0,5320.0,0,901.83044
No,71,0,0.128484,0,0,8000.0,0,1027.8719999999998
No,32,0,0.710541,0,0,1792.0,0,1273.289472
No,35,0,0.05786,0,0,5737.0,1,331.94282
No,59,0,0.34387,0,0,14583.0,1,5014.65621
No,38,0,0.41208999999999996,0,0,4333.0,0,1785.5859699999999
No,55,0,0.128194,0,0,4500.0,0,576.873
No,66,0,0.183977,0,0,8000.0,1,1471.816
No,46,0,0.29257,0,0,4750.0,0,1389.7075
No,71,0,0.0067469999999999995,0,0,8744.0,0,58.995768
No,53,0,0.0018280000000000002,0,0,8750.0,0,15.995000000000001
No,56,0,514.0,0,0,6452.263399231191,4,3316463.3872048324
No,62,0,0.733707,0,0,2500.0,0,1834.2675
No,32,0,0.103948,0,0,2000.0,0,207.896
No,25,0,917.0,0,0,6452.263399231191,0,5916725.537095002
No,32,0,0.177137,0,0,6000.0,0,1062.822
No,85,0,0.002666,0,0,6000.0,0,15.996
No,37,0,0.146887,0,0,8400.0,1,1233.8508
No,26,1,0.084963,0,0,4448.0,1,377.915424
No,88,0,0.45918000000000003,0,0,3000.0,0,1377.5400000000002
No,47,1,0.016325,0,0,3613.0,3,58.982225
No,39,0,0.579887,0,0,7616.0,0,4416.419392000001
No,31,0,0.790044,0,0,4800.0,0,3792.2111999999997
No,62,0,0.003198,0,0,4377.0,0,13.997646
No,39,0,0.918482,0,0,4820.0,0,4427.08324
No,50,0,0.027847000000000004,0,0,2800.0,0,77.97160000000001
No,34,0,0.0,2,0,1200.0,0,0.0
No,56,0,0.00026000000000000003,0,0,7700.0,0,2.0020000000000002
No,63,0,2810.0,0,0,6452.263399231191,0,18130860.151839647
No,44,1,0.007597,0,0,2500.0,0,18.9925
No,44,0,0.25008600000000003,0,0,5841.0,2,1460.7523260000003
No,42,0,0.0,1,0,6452.263399231191,0,0.0
No,52,0,0.363439,0,0,6000.0,2,2180.634
No,47,0,0.5998399999999999,0,0,3750.0,4,2249.3999999999996
No,57,0,1315.0,0,0,6452.263399231191,0,8484726.369989017
No,55,0,0.23890100000000003,0,0,7500.0,0,1791.7575000000002
No,44,1,1322.0,0,0,6452.263399231191,0,8529892.213783635
No,65,0,0.294082,0,0,4967.0,0,1460.705294
No,38,0,0.314429,0,0,5800.0,0,1823.6882
No,77,0,0.091079,0,0,2667.0,0,242.907693
No,39,0,0.94915,0,0,6587.0,0,6252.05105
No,57,3,0.35089699999999996,1,0,6300.0,2,2210.6510999999996
No,50,0,0.132658,0,0,10560.0,4,1400.86848
No,64,0,0.31142600000000004,0,0,11000.0,1,3425.6860000000006
No,45,0,9260.0,0,0,0.0,4,0.0
No,52,0,0.642687,0,0,2098.0,0,1348.357326
No,61,0,0.189466,0,0,4100.0,0,776.8106
No,48,0,0.29330500000000004,0,0,10500.0,0,3079.7025000000003
No,36,0,0.138191,0,0,7040.0,0,972.86464
No,43,0,0.289944,0,0,5200.0,4,1507.7087999999999
No,36,0,0.329721,0,0,15500.0,1,5110.675499999999
No,26,0,0.497389,0,0,2297.0,4,1142.502533
No,61,0,0.605693,0,0,4039.0,0,2446.3940270000003
No,57,0,0.372663,0,0,10000.0,2,3726.63
No,48,0,0.361089,0,0,6172.0,0,2228.6413079999998
No,81,0,0.16196,0,0,4000.0,0,647.8399999999999
No,52,0,0.258387,0,0,1400.0,1,361.74179999999996
No,67,0,0.000363,0,0,8260.0,0,2.99838
No,53,0,1647.0,0,0,6452.263399231191,0,10626877.818533773
No,32,0,0.38755100000000003,0,0,2200.0,0,852.6122
No,22,3,1.577345,0,0,820.0,0,1293.4229
No,56,0,0.730924,0,0,2738.0,0,2001.269912
No,49,0,0.8524299999999999,0,0,3333.0,0,2841.1491899999996
No,47,0,0.252338,0,0,5345.0,1,1348.7466100000001
No,84,0,253.0,0,0,6452.263399231191,0,1632422.6400054914
No,49,0,0.2997,0,0,6332.0,1,1897.7004000000002
No,59,0,1351.0,0,0,6452.263399231191,0,8717007.85236134
No,45,0,83.0,0,0,6452.263399231191,0,535537.8621361889
No,57,0,2.0,0,0,6452.263399231191,0,12904.526798462382
No,64,0,0.639149,0,0,3100.0,0,1981.3618999999999
No,52,0,1864.0,0,0,6452.263399231191,0,12027018.976166941
No,25,0,0.060641999999999995,0,0,840.0,0,50.93928
No,38,0,0.014237999999999999,2,0,6250.0,0,88.9875
No,51,0,0.153852,0,0,12420.0,2,1910.8418399999998
No,68,0,0.368798,0,0,11024.0,1,4065.629152
No,28,0,0.34692199999999995,0,0,1250.0,1,433.6524999999999
No,23,0,37.0,0,0,6452.263399231191,0,238733.74577155407
No,74,0,0.0,0,0,3000.0,0,0.0
No,37,0,0.25,0,0,623.0,0,155.75
No,55,0,0.192374,0,0,7500.0,0,1442.8049999999998
No,36,0,0.637301,0,0,3200.0,1,2039.3632
No,60,0,0.5449430000000001,0,0,5150.0,0,2806.45645
No,29,0,0.285567,0,0,5833.0,0,1665.712311
No,31,2,0.268061,0,0,12000.0,0,3216.732
No,42,0,1897.0,0,0,6452.263399231191,2,12239943.66834157
No,64,0,0.313625,0,0,5834.0,1,1829.68825
No,57,0,0.28579,0,0,3750.0,0,1071.7124999999999
No,65,0,772.0,0,0,6452.263399231191,0,4981147.344206479
No,81,0,0.001905,0,0,10500.0,0,20.0025
No,55,0,2147.0,0,0,6452.263399231191,0,13853009.518149368
No,44,0,0.714983,0,0,3276.0,2,2342.2843080000002
No,62,0,0.009398,0,0,5000.0,0,46.99
No,44,1,0.20415899999999998,0,0,10050.0,3,2051.7979499999997
No,39,0,0.41269799999999995,0,0,8000.0,2,3301.584
No,41,0,0.429551,0,0,5833.0,2,2505.570983
No,46,0,0.236617,0,0,8667.0,2,2050.759539
No,56,0,0.367701,0,0,10600.0,3,3897.6306
No,41,0,0.8295530000000001,0,0,6083.0,0,5046.170899000001
No,35,0,0.239035,0,0,7500.0,0,1792.7625
No,32,0,0.232442,0,0,4000.0,0,929.768
No,43,0,0.5217390000000001,0,0,2920.0,3,1523.4778800000001
No,52,0,0.262285,0,0,11700.0,2,3068.7345
No,51,0,1300.0,0,0,6452.263399231191,0,8387942.419000548
No,50,0,834.0,0,0,6452.263399231191,1,5381187.674958814
No,59,0,0.700117,0,0,2560.0,0,1792.29952
No,68,0,0.139942,0,0,2400.0,0,335.86080000000004
No,69,0,0.319382,0,0,5566.0,0,1777.680212
No,50,0,0.27315700000000004,0,0,11000.0,0,3004.7270000000003
No,54,0,0.245094,0,0,2700.0,0,661.7538000000001
No,40,0,4489.0,0,0,6452.263399231191,0,28964210.399148818
No,40,0,0.063443,0,0,5500.0,1,348.9365
No,63,0,0.067506,0,0,3732.0,0,251.932392
No,30,0,0.167305,0,0,6000.0,0,1003.83
No,42,0,0.322534,0,0,12500.0,1,4031.6749999999997
No,70,0,4471.0,0,0,6452.263399231191,0,28848069.657962658
No,32,0,0.652287,0,0,5400.0,0,3522.3497999999995
No,51,0,0.663894,0,0,600.0,2,398.33639999999997
No,38,0,0.8280209999999999,0,0,8000.0,3,6624.167999999999
No,56,0,6842.0,0,0,6452.263399231191,0,44146386.17753981
No,49,0,1389.0,0,0,6452.263399231191,0,8962193.861532124
No,65,0,1879.0,0,0,6452.263399231191,0,12123802.927155409
No,46,0,0.348081,0,0,8000.0,0,2784.6479999999997
No,60,0,0.583152,0,0,8249.0,0,4810.420848
No,45,2,1.2543030000000002,0,0,3892.0,1,4881.747276000001
No,45,0,0.499924,0,0,6600.0,0,3299.4984
No,65,0,0.870762,0,0,6429.0,0,5598.128898
No,56,0,0.155844,0,0,1000.0,2,155.84400000000002
No,46,0,1228.0,0,0,6452.263399231191,0,7923379.454255903
No,78,0,0.0024170000000000003,0,0,3309.0,0,7.997853000000001
No,63,0,0.000567,0,0,8815.0,0,4.998105
No,39,0,0.564487,0,0,5000.0,0,2822.435
No,36,1,116.0,0,0,6452.263399231191,0,748462.5543108182
No,76,0,0.210581,0,0,1927.0,0,405.789587
No,63,0,0.502026,0,0,3700.0,1,1857.4961999999998
No,82,0,45.0,0,0,6452.263399231191,0,290351.8529654036
No,42,0,0.223111,0,0,7000.0,2,1561.777
No,52,0,0.331018,0,0,9500.0,3,3144.671
No,29,0,0.0,0,0,6452.263399231191,0,0.0
No,40,0,0.320307,0,0,9237.0,2,2958.675759
No,74,0,36.0,0,0,0.0,0,0.0
No,32,0,248.0,0,0,1.0,4,248.0
No,71,0,0.22695500000000002,0,0,5000.0,0,1134.775
No,21,0,0.0,0,0,280.0,0,0.0
No,50,0,2625.0,0,1,6452.263399231191,0,16937191.422981877
No,62,0,0.62943,0,0,7250.0,0,4563.3675
No,35,0,0.0,0,0,6452.263399231191,0,0.0
No,45,0,0.20116099999999998,0,0,14982.0,1,3013.794102
No,72,0,0.220662,0,0,4200.0,1,926.7804
No,79,0,0.003196,0,0,10011.0,0,31.995156
No,48,1,0.304987,0,0,9583.0,2,2922.6904210000002
No,56,0,1391.0,0,0,6452.263399231191,0,8975098.388330586
No,44,0,0.133616,0,0,11300.0,1,1509.8608000000002
No,49,0,0.44088999999999995,0,0,4000.0,2,1763.5599999999997
No,54,0,0.22629699999999997,0,0,9270.0,0,2097.77319
No,66,0,0.377531,0,0,6666.0,0,2516.621646
No,34,0,5621.0,0,0,6452.263399231191,0,36268172.56707852
No,49,2,782.0,0,0,6452.263399231191,0,5045669.978198792
No,55,0,0.302223,0,0,9760.0,2,2949.69648
No,75,0,18.0,0,0,6452.263399231191,0,116140.74118616144
No,70,0,0.22039499999999998,0,0,4500.0,0,991.7774999999999
No,61,0,0.533904,0,0,1400.0,0,747.4656000000001
No,57,0,0.24534899999999998,0,0,5750.0,0,1410.75675
No,61,0,0.0,0,0,1500.0,1,0.0
No,29,0,0.181007,0,0,2800.0,0,506.8196
No,34,0,0.058946000000000005,0,0,4325.0,0,254.94145000000003
No,41,0,1.085435,0,0,4599.0,3,4991.915564999999
No,75,0,0.06580599999999999,0,0,6351.0,0,417.9339059999999
No,42,0,0.46349399999999996,0,0,6450.0,2,2989.5362999999998
No,57,0,0.408559,0,0,18038.0,0,7369.5872420000005
No,60,0,1.041757,0,0,70000.0,0,72922.99
No,49,0,0.322344,0,0,8583.0,1,2766.6785520000003
No,39,0,862.0,0,0,6452.263399231191,0,5561851.050137287
No,63,0,0.160768,0,0,5000.0,1,803.8399999999999
No,65,0,0.007198,0,0,3750.0,0,26.992500000000003
No,70,0,0.07107000000000001,0,0,42000.0,0,2984.9400000000005
No,37,0,0.05343,0,0,2900.0,2,154.947
No,32,1,0.25545999999999996,0,0,8333.0,0,2128.7481799999996
No,55,0,0.244062,0,0,8251.0,2,2013.755562
No,38,0,0.18006,0,0,6619.0,2,1191.8171399999999
No,59,0,0.199453,0,0,9866.0,4,1967.8032979999998
No,58,0,789.0,0,0,0.0,0,0.0
No,42,0,0.30756999999999995,0,0,6300.0,1,1937.6909999999998
No,86,0,1428.0,0,0,6452.263399231191,0,9213832.134102141
No,85,0,24.0,0,0,6452.263399231191,0,154854.3215815486
No,63,0,3290.0,0,0,6452.263399231191,0,21227946.58347062
No,79,0,2.0,0,0,6452.263399231191,0,12904.526798462382
No,58,0,0.252328,0,0,10200.0,1,2573.7455999999997
No,48,0,0.250565,0,0,7083.0,1,1774.7518949999999
No,41,0,0.322903,0,0,2300.0,0,742.6769
No,65,0,0.34825900000000004,0,0,2411.0,0,839.652449
No,52,0,0.163681,0,0,4074.0,1,666.8363939999999
No,57,0,0.31463800000000003,0,0,7220.0,0,2271.68636
No,53,0,0.460692,0,0,8000.0,2,3685.536
No,35,1,0.378339,0,0,6250.0,1,2364.61875
No,70,0,1060.0,1,1,0.0,0,0.0
No,58,0,0.5057149999999999,0,0,3236.0,0,1636.4937399999997
No,53,0,0.39864099999999997,0,0,2500.0,0,996.6025
No,56,0,90.0,0,0,6452.263399231191,0,580703.7059308072
No,47,0,2208.0,0,0,6452.263399231191,2,14246597.58550247
No,42,0,3800.0,0,0,6452.263399231191,0,24518600.917078525
No,32,0,0.110697,0,0,6169.0,0,682.889793
No,35,0,1.35664,0,0,2416.0,2,3277.64224
No,86,0,0.248846,0,0,5416.0,0,1347.7499360000002
No,63,0,0.204014,0,0,42800.0,1,8731.7992
No,61,0,0.6076229999999999,0,0,3200.0,0,1944.3935999999997
No,47,0,0.504249,0,0,6000.0,3,3025.4939999999997
No,71,0,10.0,0,0,6452.263399231191,0,64522.63399231191
No,40,0,0.027313999999999998,0,1,5271.0,0,143.972094
No,46,0,0.15933699999999998,0,0,10800.0,6,1720.8395999999998
No,45,0,683.0,0,0,6452.263399231191,0,4406895.901674904
No,75,0,0.312337,0,0,3444.0,0,1075.6886279999999
No,64,1,0.282194,0,0,4666.0,0,1316.717204
No,57,0,1851.0,0,0,6452.263399231191,0,11943139.551976934
No,54,0,2638.0,0,0,6452.263399231191,0,17021070.847171884
No,68,0,0.812708,0,0,4500.0,0,3657.186
No,56,0,0.445321,0,0,1773.0,1,789.5541330000001
No,70,0,0.892752,0,0,5780.0,1,5160.10656
No,60,0,0.410861,0,0,12300.0,1,5053.5903
No,54,0,0.396742,0,0,6875.0,0,2727.6012499999997
No,81,0,0.337833,0,0,5333.0,0,1801.663389
No,48,0,0.26881900000000003,0,0,7000.0,3,1881.7330000000002
No,38,0,0.603241,0,0,1912.0,0,1153.396792
No,73,0,0.0,0,0,6452.263399231191,0,0.0
No,43,0,0.543788,0,0,11943.0,4,6494.460084
No,93,0,0.0,0,0,6452.263399231191,0,0.0
No,53,0,0.152718,0,0,6750.0,0,1030.8464999999999
No,31,0,68.0,0,0,6452.263399231191,0,438753.911147721
No,26,0,0.193771,0,0,5650.0,2,1094.80615
No,45,0,1374.0,0,0,6452.263399231191,0,8865409.910543656
No,64,0,0.5111060000000001,0,0,9633.0,1,4923.484098000001
No,82,0,0.0022489999999999997,0,0,4000.0,1,8.995999999999999
No,44,0,2.205433,0,0,2944.0,2,6492.794752000001
No,65,0,0.091549,0,0,9666.0,0,884.912634
No,69,0,4998.0,0,0,6452.263399231191,2,32248412.469357494
No,29,0,0.253556,0,0,2811.0,0,712.745916
No,48,0,0.650787,0,0,6800.0,0,4425.3516
No,50,0,0.369596,0,0,11333.0,3,4188.631468
No,25,0,0.151671,0,0,3500.0,0,530.8485
No,30,0,0.382684,0,0,2667.0,1,1020.618228
No,50,2,0.41264700000000004,0,0,4000.0,2,1650.5880000000002
No,80,0,1242.0,0,0,6452.263399231191,0,8013711.14184514
No,56,0,198.0,0,0,6452.263399231191,1,1277548.1530477758
No,56,0,0.035982,1,0,2000.0,2,71.964
No,63,0,0.2253,0,0,8916.0,0,2008.7748
No,57,0,5547.0,0,0,6452.263399231191,0,35790705.07553542
No,66,0,2326.0,0,0,6452.263399231191,0,15007964.666611752
No,80,0,0.585647,0,0,1476.0,0,864.414972
No,62,0,0.078097,0,0,9500.0,1,741.9215
No,33,0,13.0,0,1,6452.263399231191,0,83879.42419000549
No,28,0,0.105179,0,0,5000.0,0,525.895
No,33,0,0.5981,0,0,4000.0,0,2392.3999999999996
No,36,0,0.372526,0,0,3384.0,1,1260.627984
No,51,0,76.0,0,0,6452.263399231191,0,490372.0183415705
No,79,0,0.076132,0,0,2626.0,0,199.92263200000002
No,52,0,0.309344,0,0,13366.0,3,4134.691904
No,63,0,0.015995,0,0,3500.0,0,55.982499999999995
No,77,0,0.265556,0,0,4081.0,0,1083.734036
No,69,0,0.29251900000000003,0,0,3568.0,2,1043.7077920000002
No,59,0,0.461635,0,0,4000.0,0,1846.54
No,52,0,0.0,0,0,3700.0,0,0.0
No,48,0,0.37416900000000003,0,0,6766.0,0,2531.6274540000004
No,68,0,1838.0,0,0,6452.263399231191,1,11859260.127786929
No,34,0,0.42069700000000004,0,0,8000.0,0,3365.5760000000005
No,38,0,2344.0,0,0,6452.263399231191,0,15124105.407797912
No,47,0,4160.0,0,0,6452.263399231191,0,26841415.740801755
No,60,0,0.120913,0,0,15200.0,1,1837.8776
No,35,0,0.006297,0,0,3334.0,0,20.994197999999997
No,62,0,4626.0,0,0,6452.263399231191,0,29848170.48484349
No,57,0,8078.0,0,0,6452.263399231191,0,52121383.73898956
No,60,0,0.198892,0,0,16249.0,0,3231.796108
No,81,0,0.058316,0,0,7527.0,0,438.944532
No,63,0,2609.0,0,0,6452.263399231191,0,16833955.208594177
No,65,0,0.41258999999999996,0,0,5416.0,4,2234.58744
No,69,0,1826.0,0,0,6452.263399231191,0,11781832.966996156
No,60,0,0.086462,0,0,12918.0,0,1116.9161159999999
No,54,0,2530.0,0,0,6452.263399231191,1,16324226.400054913
No,54,4,2210.0,0,1,6452.263399231191,0,14259502.112300932
No,28,0,0.281181,0,0,8666.0,0,2436.714546
No,46,0,0.529391,0,0,5800.0,0,3070.4678
No,50,0,0.428809,0,0,9600.0,2,4116.5664
No,56,1,0.035075,0,0,5416.0,0,189.96620000000001
No,60,0,746.0,0,0,6452.263399231191,0,4813388.495826469
No,25,0,0.269969,0,0,2240.0,0,604.7305600000001
No,44,0,4744.0,0,0,6452.263399231191,0,30609537.56595277
No,38,0,0.11308599999999999,0,0,4500.0,1,508.88699999999994
No,51,0,0.114218,0,0,8833.0,0,1008.887594
No,54,0,0.447297,0,0,5492.0,0,2456.555124
No,39,1,0.41013999999999995,0,0,4200.0,0,1722.5879999999997
No,61,0,0.7042039999999999,0,0,3995.0,1,2813.2949799999997
No,50,0,2815.0,0,0,6452.263399231191,0,18163121.468835805
No,61,0,0.669523,0,0,3500.0,0,2343.3305
No,48,0,0.236769,0,0,9333.0,2,2209.765077
No,64,0,0.080373,0,0,10500.0,0,843.9165
No,47,0,0.5126970000000001,0,0,5000.0,2,2563.485
No,37,1,0.52667,0,0,2230.0,2,1174.4741
No,39,0,0.647088,0,0,4000.0,2,2588.352
No,35,0,0.221365,0,0,3500.0,4,774.7775
No,61,0,0.43711300000000003,0,0,5000.0,0,2185.565
No,65,0,0.0,0,0,2902.0,0,0.0
No,38,0,0.137375,0,0,14150.0,1,1943.85625
No,35,0,0.478576,0,0,7864.0,0,3763.521664
No,32,0,0.29844699999999996,1,0,4700.0,2,1402.7008999999998
No,43,0,3116.0,0,0,6452.263399231191,0,20105252.752004392
No,38,0,1660.0,0,0,0.0,0,0.0
No,79,0,98.0,0,0,6452.263399231191,0,632321.8131246568
No,35,0,1024.0,0,0,6452.263399231191,0,6607117.72081274
No,51,0,0.9468120000000001,0,0,5583.0,0,5286.051396000001
No,48,0,0.309035,0,0,5500.0,2,1699.6925
No,41,0,1.226548,0,0,9966.0,2,12223.777368
No,30,0,0.86461,0,0,4667.0,0,4035.13487
No,30,0,129.0,0,0,6452.263399231191,0,832341.9785008237
No,42,0,223.0,0,0,6452.263399231191,0,1438854.7380285556
No,51,0,0.21946300000000002,0,0,6000.0,3,1316.778
No,45,0,3509.0,0,0,6452.263399231191,0,22640992.26790225
No,63,1,2367.0,0,0,6452.263399231191,0,15272507.46598023
No,48,0,0.56985,0,0,3800.0,1,2165.43
No,59,0,0.25293000000000004,0,0,18000.0,2,4552.740000000001
No,44,1,6.558287,0,1,8500.0,0,55745.4395
No,50,0,0.295108,0,0,7420.0,2,2189.70136
No,76,0,0.428149,0,0,3040.0,0,1301.57296
No,56,0,0.273162,0,0,17560.0,2,4796.72472
No,83,0,0.015911,0,0,4650.0,0,73.98615000000001
No,70,0,0.36393400000000004,0,0,5500.0,1,2001.6370000000002
No,69,0,0.021433,0,0,5178.0,1,110.980074
No,79,0,12.0,0,0,6452.263399231191,0,77427.1607907743
No,56,1,0.31095700000000004,0,0,5749.0,0,1787.6917930000002
No,70,0,0.52267,0,0,2800.0,0,1463.4759999999999
No,73,0,2508.0,0,0,6452.263399231191,0,16182276.605271827
No,65,0,1.31984,0,0,2000.0,0,2639.68
No,85,0,11.0,0,0,6452.263399231191,0,70974.8973915431
No,80,0,0.2297,0,0,4100.0,0,941.77
No,46,1,0.763338,0,0,5416.0,2,4134.238608
No,54,0,0.212743,0,0,8380.0,1,1782.7863399999999
No,68,0,0.125109,0,0,1142.0,0,142.874478
No,64,0,1425.0,0,0,6452.263399231191,2,9194475.343904447
No,59,0,0.333083,0,0,10666.0,0,3552.663278
No,58,0,0.0781,0,0,15492.0,0,1209.9252000000001
No,61,0,0.376266,0,0,6715.0,2,2526.62619
No,55,0,0.602042,0,0,9500.0,1,5719.398999999999
No,52,0,0.0,0,0,2500.0,0,0.0
No,50,0,0.6608069999999999,0,0,6541.0,2,4322.338586999999
No,94,0,69.0,0,0,6452.263399231191,0,445206.1745469522
No,39,0,0.6527390000000001,0,0,7083.0,1,4623.350337000001
No,63,0,0.668812,0,0,3417.0,0,2285.3306039999998
No,66,0,0.849133,0,0,8417.0,0,7147.152461000001
No,56,0,1054.0,0,0,6452.263399231191,0,6800685.622789675
No,37,0,0.174214,0,0,3466.0,1,603.825724
No,39,0,0.346515,0,0,6700.0,0,2321.6505
No,25,0,2.0,0,0,6452.263399231191,0,12904.526798462382
No,64,0,4993.0,0,0,6452.263399231191,0,32216151.152361337
No,48,0,0.207542,0,0,7000.0,2,1452.794
No,35,0,0.76642,0,0,4460.0,0,3418.2332
No,43,0,0.984309,0,0,5416.0,2,5331.017544
No,48,0,0.22055,0,0,10500.0,0,2315.775
No,66,0,5093.0,0,0,6452.263399231191,1,32861377.492284458
No,59,0,0.37506300000000004,0,1,17916.0,3,6719.628708
No,26,0,0.100469,0,0,1920.0,0,192.90048000000002
No,52,0,0.108778,1,0,5000.0,1,543.89
No,64,1,0.032984,0,0,2000.0,0,65.968
No,64,0,0.013483000000000002,2,0,4375.0,0,58.98812500000001
No,68,1,629.0,0,0,6452.263399231191,0,4058473.6781164194
No,63,0,0.022716999999999998,0,0,2200.0,0,49.977399999999996
No,50,0,0.515054,0,0,4948.0,0,2548.487192
No,56,0,0.26268400000000003,0,0,4000.0,0,1050.736
No,56,0,0.360554,0,0,4983.0,1,1796.640582
No,75,0,0.092473,0,0,9007.0,0,832.904311
No,69,0,2.9284529999999998,0,0,600.0,0,1757.0718
No,55,0,43.0,0,0,6452.263399231191,0,277447.3261669412
No,49,0,0.230198,0,0,11589.0,2,2667.764622
No,51,0,0.059009000000000006,1,0,5083.0,2,299.94274700000005
No,54,0,0.233812,0,0,5080.0,2,1187.76496
No,76,0,0.31945,0,0,2400.0,0,766.6800000000001
No,51,0,0.391861,0,0,5700.0,2,2233.6077
No,43,0,0.52515,0,0,4333.0,0,2275.47495
No,48,0,0.689862,0,0,5000.0,0,3449.31
No,56,0,0.334502,0,0,5416.0,1,1811.6628320000002
No,72,0,0.096074,0,0,4100.0,1,393.90340000000003
No,53,0,0.18954400000000002,0,0,7000.0,0,1326.8080000000002
No,58,0,3394.0,0,0,6452.263399231191,0,21898981.976990663
No,34,0,0.05214,0,0,6846.0,0,356.95044
No,49,0,0.5882109999999999,0,0,4800.0,0,2823.4127999999996
No,49,0,0.585072,0,0,3402.0,2,1990.414944
No,59,0,0.662263,0,0,2800.0,0,1854.3364000000001
No,45,0,570.0,1,0,6452.263399231191,0,3677790.137561779
No,41,0,0.516184,0,0,5900.0,0,3045.4856
No,40,0,0.144859,0,0,7206.0,3,1043.853954
No,39,0,0.073507,0,0,7250.0,0,532.92575
No,80,0,1565.0,0,0,6452.263399231191,0,10097792.219796814
No,47,0,0.288493,0,0,8533.0,4,2461.710769
No,39,0,0.47443900000000006,0,0,3207.0,3,1521.5258730000003
No,44,0,0.13408699999999998,0,0,10000.0,0,1340.87
No,71,0,0.899539,0,0,1084.0,0,975.100276
No,46,0,0.38600999999999996,0,0,4245.0,0,1638.6124499999999
No,43,0,0.562783,0,0,3750.0,1,2110.43625
No,69,2,0.30048600000000003,0,0,3500.0,0,1051.701
No,58,0,1982.0,0,0,6452.263399231191,0,12788386.057276221
No,48,1,0.400133,0,0,4500.0,4,1800.5985
No,46,0,0.05486799999999999,0,0,8000.0,1,438.94399999999996
No,65,0,0.259554,0,0,5154.0,0,1337.741316
No,67,0,0.765943,0,0,2900.0,0,2221.2347
No,60,0,0.32400300000000004,0,0,3536.0,1,1145.674608
No,68,0,0.420617,0,0,7488.0,3,3149.580096
No,79,0,0.493621,0,0,3291.0,0,1624.506711
No,72,0,45.0,0,0,6452.263399231191,0,290351.8529654036
No,70,1,0.24220799999999998,0,0,13025.0,0,3154.7591999999995
No,45,0,372.0,0,0,6452.263399231191,0,2400241.984514003
No,64,0,0.133187,0,0,3633.0,0,483.868371
No,43,0,0.312357,0,0,4798.0,1,1498.688886
No,62,0,3494.0,0,0,1.0,0,3494.0
No,76,0,0.813137,0,0,2450.0,0,1992.18565
No,65,0,0.044782,0,0,2500.0,0,111.95500000000001
No,38,0,0.35220300000000004,0,0,8125.0,2,2861.6493750000004
No,58,1,0.431303,0,0,13333.0,2,5750.562899
No,55,0,0.336104,0,0,16000.0,3,5377.664000000001
No,61,1,0.195331,0,0,13750.0,0,2685.80125
No,54,0,0.147371,0,0,5000.0,0,736.855
No,50,0,0.034462,0,0,1682.0,0,57.965084
No,47,0,0.605139,0,0,10000.0,0,6051.389999999999
No,46,0,0.17716500000000002,0,0,5000.0,0,885.825
No,35,0,0.11674000000000001,0,0,4342.0,0,506.8850800000001
No,55,1,0.067307,0,0,8750.0,0,588.9362500000001
No,27,0,476.0,0,0,0.0,0,0.0
No,30,0,0.575276,0,0,3526.0,0,2028.423176
No,65,0,106885.0,0,0,6452.263399231191,0,689650173.4268259
No,66,0,0.010297,0,0,6700.0,0,68.9899
No,64,0,0.290065,0,0,3250.0,0,942.7112500000001
No,66,0,0.17546099999999998,0,0,7750.0,0,1359.8227499999998
No,62,0,0.09927000000000001,0,0,33000.0,1,3275.9100000000003
No,24,1,0.0,0,0,6452.263399231191,0,0.0
No,54,0,0.123119,0,0,9900.0,1,1218.8781000000001
No,53,0,0.4013,0,0,7689.0,0,3085.5957
No,45,0,0.438513,0,0,4195.0,3,1839.562035
No,63,0,3069.0,0,0,6452.263399231191,0,19801996.372240525
No,35,0,2060.0,0,0,6452.263399231191,1,13291662.602416255
No,89,0,0.0,0,0,6452.263399231191,0,0.0
